Slosh Data ,Height Data (h1-h2),Phi (atan(h1-h2/dia)
2.48,15.58,0.92
2.44,15.33,0.91
2.39,15.02,0.91
2.16,13.60,0.86
1.8,11.4,0.8
1.47,9.32,0.67
1.19,7.59,0.57
0.76,4.92,0.40
0.43,2.88,0.24
0.17,1.27,0.11
0,0.215613382899628,0.0182702874185419
-0.14,-0.65,-0.06
-0.24,-1.27,-0.11
-0.3,-1.6,-0.1
-0.36,-2.01,-0.17
-0.41,-2.32,-0.19
-0.43,-2.45,-0.20
-0.45,-2.57,-0.21
-0.47,-2.70,-0.22
-0.49,-2.82,-0.23
-0.51,-2.94,-0.24
-0.55,-3.19,-0.26
-0.45,-2.57,-0.21
0.15,1.14,0.10
0.61,4.00,0.33
0.91,5.85,0.46
1.07,6.85,0.53
1.18,7.53,0.57
1.19,7.59,0.57
1.21,7.71,0.58
1.19,7.59,0.57
1.15,7.34,0.56
1.09,6.97,0.53
1.04,6.66,0.51
0.99,6.35,0.49
0.97,6.23,0.49
0.94,6.04,0.47
0.94,6.04,0.47
0.94,6.04,0.47
0.93,5.98,0.47
0.9,5.8,0.5
0.76,4.92,0.40
0.49,3.25,0.27
0.19,1.39,0.12
-0.02,0.09,0.01
-0.15,-0.71,-0.06
-0.19,-0.96,-0.08
-0.24,-1.27,-0.11
-0.31,-1.71,-0.14
-0.34,-1.89,-0.16
-0.4,-2.3,-0.2
-0.48,-2.76,-0.23
-0.55,-3.19,-0.26
-0.56,-3.25,-0.27
-0.57,-3.32,-0.27
-0.28,-1.52,-0.13
0.05,0.53,0.04
0.36,2.45,0.20
0.62,4.06,0.33
0.85,5.48,0.43
0.95,6.10,0.48
1.03,6.60,0.51
1.08,6.91,0.53
1.09,6.97,0.53
1.05,6.72,0.52
0.99,6.35,0.49
0.98,6.29,0.49
0.9,5.8,0.5
0.86,5.54,0.44
0.82,5.30,0.42
0.77,4.99,0.40
0.67,4.37,0.35
0.49,3.25,0.27
0.25,1.76,0.15
0.01,0.28,0.02
-0.19,-0.96,-0.08
-0.37,-2.08,-0.17
-0.51,-2.94,-0.24
-0.59,-3.44,-0.28
-0.7,-4.1,-0.3
-0.8,-4.7,-0.4
-0.86,-5.11,-0.41
-0.91,-5.42,-0.43
-0.96,-5.73,-0.45
-0.97,-5.79,-0.46
-0.81,-4.80,-0.39
-0.52,-3.01,-0.25
-0.18,-0.90,-0.08
0.23,1.64,0.14
0.47,3.13,0.26
0.6,3.9,0.3
0.7,4.6,0.4
0.82,5.30,0.42
0.84,5.42,0.43
0.88,5.67,0.45
0.88,5.67,0.45
0.86,5.54,0.44
0.81,5.23,0.42
0.77,4.99,0.40
0.71,4.61,0.37
0.67,4.37,0.35
0.62,4.06,0.33
0.47,3.13,0.26
0.23,1.64,0.14
-0.03,0.03,0.00
-0.33,-1.83,-0.15
-0.69,-4.06,-0.33
-0.93,-5.55,-0.44
-1.08,-6.48,-0.50
-1.2,-7.2,-0.5
-1.3,-7.8,-0.6
-1.31,-7.90,-0.59
-1.4,-8.5,-0.6
-1.42,-8.58,-0.63
-1.41,-8.52,-0.63
-1.35,-8.15,-0.60
-1.34,-8.09,-0.60
-1.3,-7.8,-0.6
-1.09,-6.54,-0.51
-0.78,-4.62,-0.37
-0.41,-2.32,-0.19
-0.03,0.03,0.00
0.28,1.95,0.16
0.51,3.38,0.28
0.74,4.80,0.39
0.8,5.2,0.4
0.84,5.42,0.43
0.86,5.54,0.44
0.87,5.61,0.44
0.81,5.23,0.42
0.78,5.05,0.40
0.77,4.99,0.40
0.7,4.6,0.4
0.62,4.06,0.33
0.54,3.56,0.29
0.44,2.94,0.24
0.24,1.70,0.14
0.1,0.8,0.1
-0.06,-0.16,-0.01
-0.26,-1.40,-0.12
-0.42,-2.39,-0.20
-0.55,-3.19,-0.26
-0.68,-4.00,-0.33
-0.76,-4.49,-0.36
-0.86,-5.11,-0.41
-0.93,-5.55,-0.44
-0.95,-5.67,-0.45
-0.91,-5.42,-0.43
-0.84,-4.99,-0.40
-0.67,-3.94,-0.32
-0.37,-2.08,-0.17
-0.13,-0.59,-0.05
0.08,0.71,0.06
0.28,1.95,0.16
0.43,2.88,0.24
0.5,3.3,0.3
0.59,3.87,0.32
0.64,4.18,0.34
0.67,4.37,0.35
0.7,4.6,0.4
0.67,4.37,0.35
0.62,4.06,0.33
0.53,3.50,0.29
0.5,3.3,0.3
0.4,2.7,0.2
0.33,2.26,0.19
0.16,1.21,0.10
-0.07,-0.22,-0.02
-0.3,-1.6,-0.1
-0.5,-2.9,-0.2
-0.68,-4.00,-0.33
-0.81,-4.80,-0.39
-0.91,-5.42,-0.43
-0.96,-5.73,-0.45
-1,-5.98017348203222,-0.469068313974407
-1.02,-6.10,-0.48
-0.95,-5.67,-0.45
-0.97,-5.79,-0.46
-0.94,-5.61,-0.44
-0.89,-5.30,-0.42
-0.77,-4.56,-0.37
-0.6,-3.5,-0.3
-0.39,-2.20,-0.18
-0.1,-0.4,-0.0
0.12,0.96,0.08
0.33,2.26,0.19
0.52,3.44,0.28
0.66,4.30,0.35
0.71,4.61,0.37
0.76,4.92,0.40
0.75,4.86,0.39
0.72,4.68,0.38
0.67,4.37,0.35
0.63,4.12,0.34
0.54,3.56,0.29
0.48,3.19,0.26
0.41,2.76,0.23
0.23,1.64,0.14
0.1,0.8,0.1
-0.07,-0.22,-0.02
-0.26,-1.40,-0.12
-0.48,-2.76,-0.23
-0.64,-3.75,-0.31
-0.78,-4.62,-0.37
-0.91,-5.42,-0.43
-1,-5.98017348203222,-0.469068313974407
-1.02,-6.10,-0.48
-1.06,-6.35,-0.49
-1,-5.98017348203222,-0.469068313974407
-0.98,-5.86,-0.46
-0.95,-5.67,-0.45
-0.86,-5.11,-0.41
-0.74,-4.37,-0.35
-0.59,-3.44,-0.28
-0.41,-2.32,-0.19
-0.22,-1.15,-0.10
-0.1,-0.4,-0.0
0.04,0.46,0.04
0.19,1.39,0.12
0.29,2.01,0.17
0.32,2.20,0.18
0.39,2.63,0.22
0.42,2.82,0.23
0.41,2.76,0.23
0.42,2.82,0.23
0.35,2.38,0.20
0.27,1.89,0.16
0.17,1.27,0.11
0.09,0.77,0.07
-0.08,-0.28,-0.02
-0.2,-1.0,-0.1
-0.37,-2.08,-0.17
-0.51,-2.94,-0.24
-0.62,-3.63,-0.30
-0.71,-4.18,-0.34
-0.77,-4.56,-0.37
-0.81,-4.80,-0.39
-0.78,-4.62,-0.37
-0.82,-4.86,-0.39
-0.83,-4.93,-0.40
-0.82,-4.86,-0.39
-0.76,-4.49,-0.36
-0.72,-4.25,-0.35
-0.6,-3.5,-0.3
-0.42,-2.39,-0.20
-0.21,-1.09,-0.09
-0.01,0.15,0.01
0.15,1.14,0.10
0.28,1.95,0.16
0.37,2.51,0.21
0.43,2.88,0.24
0.45,3.00,0.25
0.45,3.00,0.25
0.45,3.00,0.25
0.44,2.94,0.24
0.37,2.51,0.21
0.33,2.26,0.19
0.26,1.83,0.15
0.15,1.14,0.10
0.06,0.59,0.05
-0.04,-0.03,-0.00
-0.17,-0.84,-0.07
-0.35,-1.95,-0.16
-0.48,-2.76,-0.23
-0.63,-3.69,-0.30
-0.75,-4.43,-0.36
-0.82,-4.86,-0.39
-0.86,-5.11,-0.41
-0.92,-5.48,-0.44
-0.89,-5.30,-0.42
-0.88,-5.24,-0.42
-0.86,-5.11,-0.41
-0.81,-4.80,-0.39
-0.75,-4.43,-0.36
-0.68,-4.00,-0.33
-0.56,-3.25,-0.27
-0.42,-2.39,-0.20
-0.31,-1.71,-0.14
-0.16,-0.78,-0.07
0.01,0.28,0.02
0.14,1.08,0.09
0.21,1.52,0.13
0.3,2.1,0.2
0.34,2.32,0.19
0.33,2.26,0.19
0.35,2.38,0.20
0.33,2.26,0.19
0.3,2.1,0.2
0.21,1.52,0.13
0.14,1.08,0.09
0.03,0.40,0.03
-0.07,-0.22,-0.02
-0.21,-1.09,-0.09
-0.34,-1.89,-0.16
-0.46,-2.63,-0.22
-0.57,-3.32,-0.27
-0.65,-3.81,-0.31
-0.72,-4.25,-0.35
-0.7,-4.1,-0.3
-0.73,-4.31,-0.35
-0.76,-4.49,-0.36
-0.78,-4.62,-0.37
-0.76,-4.49,-0.36
-0.74,-4.37,-0.35
-0.68,-4.00,-0.33
-0.58,-3.38,-0.28
-0.44,-2.51,-0.21
-0.32,-1.77,-0.15
-0.18,-0.90,-0.08
-0.06,-0.16,-0.01
0.07,0.65,0.05
0.14,1.08,0.09
0.18,1.33,0.11
0.19,1.39,0.12
0.2,1.5,0.1
0.23,1.64,0.14
0.2,1.5,0.1
0.23,1.64,0.14
0.18,1.33,0.11
0.11,0.90,0.08
0.03,0.40,0.03
-0.03,0.03,0.00
-0.13,-0.59,-0.05
-0.28,-1.52,-0.13
-0.37,-2.08,-0.17
-0.47,-2.70,-0.22
-0.56,-3.25,-0.27
-0.64,-3.75,-0.31
-0.67,-3.94,-0.32
-0.72,-4.25,-0.35
-0.73,-4.31,-0.35
-0.74,-4.37,-0.35
-0.76,-4.49,-0.36
-0.74,-4.37,-0.35
-0.7,-4.1,-0.3
-0.65,-3.81,-0.31
-0.58,-3.38,-0.28
-0.47,-2.70,-0.22
-0.4,-2.3,-0.2
-0.26,-1.40,-0.12
-0.11,-0.47,-0.04
0.01,0.28,0.02
0.07,0.65,0.05
0.19,1.39,0.12
0.23,1.64,0.14
0.24,1.70,0.14
0.24,1.70,0.14
0.23,1.64,0.14
0.21,1.52,0.13
0.16,1.21,0.10
0.12,0.96,0.08
0.03,0.40,0.03
-0.06,-0.16,-0.01
-0.18,-0.90,-0.08
-0.27,-1.46,-0.12
-0.37,-2.08,-0.17
-0.45,-2.57,-0.21
-0.56,-3.25,-0.27
-0.61,-3.56,-0.29
-0.64,-3.75,-0.31
-0.68,-4.00,-0.33
-0.7,-4.1,-0.3
-0.67,-3.94,-0.32
-0.66,-3.87,-0.32
-0.67,-3.94,-0.32
-0.63,-3.69,-0.30
-0.58,-3.38,-0.28
-0.5,-2.9,-0.2
-0.44,-2.51,-0.21
-0.34,-1.89,-0.16
-0.24,-1.27,-0.11
-0.16,-0.78,-0.07
-0.08,-0.28,-0.02
-0.01,0.15,0.01
0.04,0.46,0.04
0.07,0.65,0.05
0.09,0.77,0.07
0.08,0.71,0.06
0.1,0.8,0.1
0.09,0.77,0.07
0.08,0.71,0.06
0,0.215613382899628,0.0182702874185419
-0.01,0.15,0.01
-0.1,-0.4,-0.0
-0.21,-1.09,-0.09
-0.29,-1.58,-0.13
-0.35,-1.95,-0.16
-0.46,-2.63,-0.22
-0.52,-3.01,-0.25
-0.55,-3.19,-0.26
-0.58,-3.38,-0.28
-0.59,-3.44,-0.28
-0.59,-3.44,-0.28
-0.57,-3.32,-0.27
-0.6,-3.5,-0.3
-0.57,-3.32,-0.27
-0.56,-3.25,-0.27
-0.5,-2.9,-0.2
-0.46,-2.63,-0.22
-0.4,-2.3,-0.2
-0.33,-1.83,-0.15
-0.22,-1.15,-0.10
-0.13,-0.59,-0.05
-0.07,-0.22,-0.02
-0.01,0.15,0.01
0.04,0.46,0.04
0.06,0.59,0.05
0.02,0.34,0.03
0.05,0.53,0.04
0.05,0.53,0.04
0.03,0.40,0.03
-0.01,0.15,0.01
-0.04,-0.03,-0.00
-0.11,-0.47,-0.04
-0.19,-0.96,-0.08
-0.24,-1.27,-0.11
-0.31,-1.71,-0.14
-0.36,-2.01,-0.17
-0.4,-2.3,-0.2
-0.45,-2.57,-0.21
-0.5,-2.9,-0.2
-0.52,-3.01,-0.25
-0.54,-3.13,-0.26
-0.54,-3.13,-0.26
-0.53,-3.07,-0.25
-0.51,-2.94,-0.24
-0.55,-3.19,-0.26
-0.51,-2.94,-0.24
-0.47,-2.70,-0.22
-0.43,-2.45,-0.20
-0.39,-2.20,-0.18
-0.34,-1.89,-0.16
-0.25,-1.33,-0.11
-0.21,-1.09,-0.09
-0.15,-0.71,-0.06
-0.11,-0.47,-0.04
-0.08,-0.28,-0.02
-0.09,-0.34,-0.03
-0.05,-0.09,-0.01
-0.09,-0.34,-0.03
-0.09,-0.34,-0.03
-0.08,-0.28,-0.02
-0.09,-0.34,-0.03
-0.11,-0.47,-0.04
-0.16,-0.78,-0.07
-0.2,-1.0,-0.1
-0.26,-1.40,-0.12
-0.28,-1.52,-0.13
-0.34,-1.89,-0.16
-0.39,-2.20,-0.18
-0.46,-2.63,-0.22
-0.44,-2.51,-0.21
-0.48,-2.76,-0.23
-0.48,-2.76,-0.23
-0.48,-2.76,-0.23
-0.47,-2.70,-0.22
-0.48,-2.76,-0.23
-0.46,-2.63,-0.22
-0.44,-2.51,-0.21
-0.43,-2.45,-0.20
-0.39,-2.20,-0.18
-0.37,-2.08,-0.17
-0.3,-1.6,-0.1
-0.27,-1.46,-0.12
-0.21,-1.09,-0.09
-0.16,-0.78,-0.07
-0.14,-0.65,-0.06
-0.13,-0.59,-0.05
-0.15,-0.71,-0.06
-0.16,-0.78,-0.07
-0.13,-0.59,-0.05
-0.13,-0.59,-0.05
-0.18,-0.90,-0.08
-0.17,-0.84,-0.07
-0.17,-0.84,-0.07
-0.2,-1.0,-0.1
-0.23,-1.21,-0.10
-0.24,-1.27,-0.11
-0.3,-1.6,-0.1
-0.33,-1.83,-0.15
-0.35,-1.95,-0.16
-0.38,-2.14,-0.18
-0.41,-2.32,-0.19
-0.4,-2.3,-0.2
-0.41,-2.32,-0.19
-0.41,-2.32,-0.19
-0.4,-2.3,-0.2
-0.39,-2.20,-0.18
-0.38,-2.14,-0.18
-0.37,-2.08,-0.17
-0.33,-1.83,-0.15
-0.35,-1.95,-0.16
-0.32,-1.77,-0.15
-0.28,-1.52,-0.13
-0.24,-1.27,-0.11
-0.26,-1.40,-0.12
-0.2,-1.0,-0.1
-0.19,-0.96,-0.08
-0.2,-1.0,-0.1
-0.2,-1.0,-0.1
-0.21,-1.09,-0.09
-0.2,-1.0,-0.1
-0.21,-1.09,-0.09
-0.18,-0.90,-0.08
-0.21,-1.09,-0.09
-0.22,-1.15,-0.10
-0.21,-1.09,-0.09
-0.25,-1.33,-0.11
-0.27,-1.46,-0.12
-0.29,-1.58,-0.13
-0.3,-1.6,-0.1
-0.32,-1.77,-0.15
-0.33,-1.83,-0.15
-0.33,-1.83,-0.15
-0.35,-1.95,-0.16
-0.37,-2.08,-0.17
-0.31,-1.71,-0.14
-0.34,-1.89,-0.16
-0.34,-1.89,-0.16
-0.34,-1.89,-0.16
-0.32,-1.77,-0.15
-0.33,-1.83,-0.15
-0.33,-1.83,-0.15
-0.32,-1.77,-0.15
-0.28,-1.52,-0.13
-0.26,-1.40,-0.12
-0.25,-1.33,-0.11
-0.25,-1.33,-0.11
-0.24,-1.27,-0.11
-0.24,-1.27,-0.11
-0.26,-1.40,-0.12
-0.24,-1.27,-0.11
-0.25,-1.33,-0.11
-0.24,-1.27,-0.11
-0.26,-1.40,-0.12
-0.23,-1.21,-0.10
-0.22,-1.15,-0.10
-0.27,-1.46,-0.12
-0.27,-1.46,-0.12
-0.29,-1.58,-0.13
-0.3,-1.6,-0.1
-0.31,-1.71,-0.14
-0.29,-1.58,-0.13
-0.3,-1.6,-0.1
-0.31,-1.71,-0.14
-0.32,-1.77,-0.15
-0.31,-1.71,-0.14
-0.33,-1.83,-0.15
-0.29,-1.58,-0.13
-0.31,-1.71,-0.14
-0.3,-1.6,-0.1
-0.3,-1.6,-0.1
-0.28,-1.52,-0.13
-0.28,-1.52,-0.13
-0.28,-1.52,-0.13
-0.24,-1.27,-0.11
-0.28,-1.52,-0.13
-0.26,-1.40,-0.12
-0.25,-1.33,-0.11
-0.24,-1.27,-0.11
-0.29,-1.58,-0.13
-0.26,-1.40,-0.12
-0.26,-1.40,-0.12
-0.27,-1.46,-0.12
-0.27,-1.46,-0.12
-0.28,-1.52,-0.13
-0.26,-1.40,-0.12
-0.3,-1.6,-0.1
-0.26,-1.40,-0.12
-0.29,-1.58,-0.13
-0.3,-1.6,-0.1
-0.29,-1.58,-0.13
-0.29,-1.58,-0.13
-0.31,-1.71,-0.14
-0.31,-1.71,-0.14
-0.31,-1.71,-0.14
-0.31,-1.71,-0.14
-0.31,-1.71,-0.14
-0.3,-1.6,-0.1
-0.31,-1.71,-0.14
-0.32,-1.77,-0.15
-0.27,-1.46,-0.12
-0.27,-1.46,-0.12
-0.28,-1.52,-0.13
-0.29,-1.58,-0.13
-0.26,-1.40,-0.12
-0.28,-1.52,-0.13
-0.27,-1.46,-0.12
-0.26,-1.40,-0.12
-0.27,-1.46,-0.12
-0.28,-1.52,-0.13
-0.24,-1.27,-0.11
-0.29,-1.58,-0.13
-0.29,-1.58,-0.13
-0.28,-1.52,-0.13
-0.28,-1.52,-0.13
-0.29,-1.58,-0.13
-0.29,-1.58,-0.13
-0.26,-1.40,-0.12
-0.28,-1.52,-0.13
-0.29,-1.58,-0.13
-0.29,-1.58,-0.13
-0.3,-1.6,-0.1
-0.31,-1.71,-0.14
-0.28,-1.52,-0.13
-0.29,-1.58,-0.13
-0.29,-1.58,-0.13
-0.29,-1.58,-0.13
-0.29,-1.58,-0.13
-0.29,-1.58,-0.13
-0.3,-1.6,-0.1
-0.29,-1.58,-0.13
-0.31,-1.71,-0.14
-0.27,-1.46,-0.12
-0.28,-1.52,-0.13
-0.28,-1.52,-0.13
-0.32,-1.77,-0.15
-0.27,-1.46,-0.12
-0.28,-1.52,-0.13
-0.28,-1.52,-0.13
-0.28,-1.52,-0.13
-0.28,-1.52,-0.13
-0.3,-1.6,-0.1
-0.29,-1.58,-0.13
-0.28,-1.52,-0.13
-0.29,-1.58,-0.13
-0.29,-1.58,-0.13
-0.29,-1.58,-0.13
-0.27,-1.46,-0.12
-0.3,-1.6,-0.1
-0.3,-1.6,-0.1
-0.29,-1.58,-0.13
-0.3,-1.6,-0.1
-0.3,-1.6,-0.1
-0.3,-1.6,-0.1
-0.29,-1.58,-0.13
-0.27,-1.46,-0.12
-0.27,-1.46,-0.12
-0.3,-1.6,-0.1
-0.28,-1.52,-0.13
-0.28,-1.52,-0.13
-0.29,-1.58,-0.13
-0.3,-1.6,-0.1
-0.27,-1.46,-0.12
-0.29,-1.58,-0.13
-0.29,-1.58,-0.13
-0.29,-1.58,-0.13
-0.28,-1.52,-0.13
-0.3,-1.6,-0.1
-0.28,-1.52,-0.13
-0.28,-1.52,-0.13
-0.29,-1.58,-0.13
-0.3,-1.6,-0.1
-0.3,-1.6,-0.1
-0.29,-1.58,-0.13
-0.12,-0.53,-0.04
-0.16,-0.78,-0.07
-0.12,-0.53,-0.04
-0.18,-0.90,-0.08
-0.12,-0.53,-0.04
-0.2,-1.0,-0.1
-0.28,-1.52,-0.13
-0.4,-2.3,-0.2
-0.6,-3.5,-0.3
-0.83,-4.93,-0.40
-0.96,-5.73,-0.45
-1.09,-6.54,-0.51
-1.36,-8.21,-0.61
-1.52,-9.20,-0.66
-1.72,-10.44,-0.72
-1.84,-11.18,-0.76
-2.15,-13.11,-0.84
-2.17,-13.23,-0.84
-2.27,-13.85,-0.87
-2.28,-13.91,-0.87
-2.33,-14.22,-0.88
-2.29,-13.97,-0.87
-2.32,-14.16,-0.88
-2.33,-14.22,-0.88
-2.3,-14.0,-0.9
-2.29,-13.97,-0.87
-2.16,-13.17,-0.84
-1.59,-9.64,-0.68
-0.81,-4.80,-0.39
-0.06,-0.16,-0.01
0.47,3.13,0.26
0.95,6.10,0.48
1.35,8.58,0.63
1.61,10.19,0.71
1.76,11.12,0.76
1.84,11.62,0.78
1.87,11.80,0.79
1.87,11.80,0.79
1.82,11.49,0.77
1.77,11.18,0.76
1.73,10.93,0.75
1.67,10.56,0.73
1.58,10.00,0.70
1.56,9.88,0.70
1.52,9.63,0.68
1.46,9.26,0.67
1.43,9.08,0.66
1.35,8.58,0.63
0.95,6.10,0.48
0.52,3.44,0.28
0.25,1.76,0.15
0.06,0.59,0.05
-0.08,-0.28,-0.02
-0.18,-0.90,-0.08
-0.26,-1.40,-0.12
-0.34,-1.89,-0.16
-0.34,-1.89,-0.16
-0.45,-2.57,-0.21
-0.53,-3.07,-0.25
-0.57,-3.32,-0.27
-0.66,-3.87,-0.32
-0.64,-3.75,-0.31
-0.53,-3.07,-0.25
-0.34,-1.89,-0.16
-0.07,-0.22,-0.02
0.17,1.27,0.11
0.55,3.62,0.30
0.72,4.68,0.38
0.81,5.23,0.42
0.83,5.36,0.43
0.84,5.42,0.43
0.81,5.23,0.42
0.78,5.05,0.40
0.75,4.86,0.39
0.7,4.6,0.4
0.66,4.30,0.35
0.58,3.81,0.31
0.54,3.56,0.29
0.5,3.3,0.3
0.44,2.94,0.24
0.31,2.14,0.18
0.15,1.14,0.10
-0.19,-0.96,-0.08
-0.53,-3.07,-0.25
-0.69,-4.06,-0.33
-0.74,-4.37,-0.35
-0.88,-5.24,-0.42
-0.95,-5.67,-0.45
-0.98,-5.86,-0.46
-1.06,-6.35,-0.49
-1.13,-6.79,-0.52
-1.19,-7.16,-0.55
-1.22,-7.34,-0.56
-1.16,-6.97,-0.53
-0.84,-4.99,-0.40
-0.46,-2.63,-0.22
-0.08,-0.28,-0.02
0.27,1.89,0.16
0.52,3.44,0.28
0.7,4.6,0.4
0.82,5.30,0.42
0.87,5.61,0.44
0.89,5.73,0.45
0.85,5.48,0.43
0.82,5.30,0.42
0.79,5.11,0.41
0.72,4.68,0.38
0.67,4.37,0.35
0.66,4.30,0.35
0.62,4.06,0.33
0.54,3.56,0.29
0.45,3.00,0.25
0.28,1.95,0.16
0.07,0.65,0.05
-0.11,-0.47,-0.04
-0.27,-1.46,-0.12
-0.39,-2.20,-0.18
-0.5,-2.9,-0.2
-0.61,-3.56,-0.29
-0.71,-4.18,-0.34
-0.79,-4.68,-0.38
-0.85,-5.05,-0.40
-0.91,-5.42,-0.43
-0.95,-5.67,-0.45
-0.91,-5.42,-0.43
-0.72,-4.25,-0.35
-0.32,-1.77,-0.15
0.16,1.21,0.10
0.61,4.00,0.33
0.94,6.04,0.47
1.21,7.71,0.58
1.34,8.52,0.63
1.39,8.83,0.64
1.4,8.9,0.6
1.41,8.95,0.65
1.39,8.83,0.64
1.34,8.52,0.63
1.32,8.39,0.62
1.27,8.08,0.60
1.24,7.90,0.59
1.23,7.84,0.59
1.18,7.53,0.57
1.05,6.72,0.52
0.88,5.67,0.45
0.68,4.43,0.36
0.44,2.94,0.24
0.14,1.08,0.09
-0.21,-1.09,-0.09
-0.43,-2.45,-0.20
-0.57,-3.32,-0.27
-0.66,-3.87,-0.32
-0.74,-4.37,-0.35
-0.82,-4.86,-0.39
-0.89,-5.30,-0.42
-0.93,-5.55,-0.44
-0.98,-5.86,-0.46
-0.98,-5.86,-0.46
-0.93,-5.55,-0.44
-0.79,-4.68,-0.38
-0.61,-3.56,-0.29
-0.4,-2.3,-0.2
-0.16,-0.78,-0.07
0.05,0.53,0.04
0.26,1.83,0.15
0.39,2.63,0.22
0.39,2.63,0.22
0.42,2.82,0.23
0.46,3.07,0.25
0.45,3.00,0.25
0.41,2.76,0.23
0.38,2.57,0.21
0.35,2.38,0.20
0.29,2.01,0.17
0.27,1.89,0.16
0.19,1.39,0.12
0.09,0.77,0.07
-0.07,-0.22,-0.02
-0.25,-1.33,-0.11
-0.48,-2.76,-0.23
-0.62,-3.63,-0.30
-0.71,-4.18,-0.34
-0.82,-4.86,-0.39
-0.91,-5.42,-0.43
-0.99,-5.92,-0.46
-1.02,-6.10,-0.48
-1.06,-6.35,-0.49
-1.02,-6.10,-0.48
-1.01,-6.04,-0.47
-0.94,-5.61,-0.44
-0.69,-4.06,-0.33
-0.36,-2.01,-0.17
-0.07,-0.22,-0.02
0.21,1.52,0.13
0.48,3.19,0.26
0.66,4.30,0.35
0.79,5.11,0.41
0.89,5.73,0.45
0.94,6.04,0.47
0.94,6.04,0.47
0.92,5.92,0.46
0.88,5.67,0.45
0.83,5.36,0.43
0.75,4.86,0.39
0.68,4.43,0.36
0.58,3.81,0.31
0.42,2.82,0.23
0.27,1.89,0.16
0.09,0.77,0.07
-0.12,-0.53,-0.04
-0.26,-1.40,-0.12
-0.47,-2.70,-0.22
-0.65,-3.81,-0.31
-0.8,-4.7,-0.4
-0.88,-5.24,-0.42
-0.97,-5.79,-0.46
-1.04,-6.23,-0.49
-1.02,-6.10,-0.48
-1.01,-6.04,-0.47
-0.97,-5.79,-0.46
-0.87,-5.17,-0.41
-0.69,-4.06,-0.33
-0.49,-2.82,-0.23
-0.21,-1.09,-0.09
0.01,0.28,0.02
0.22,1.58,0.13
0.48,3.19,0.26
0.65,4.24,0.35
0.8,5.2,0.4
0.88,5.67,0.45
0.95,6.10,0.48
0.93,5.98,0.47
0.88,5.67,0.45
0.81,5.23,0.42
0.75,4.86,0.39
0.63,4.12,0.34
0.56,3.69,0.30
0.48,3.19,0.26
0.34,2.32,0.19
0.19,1.39,0.12
0,0.215613382899628,0.0182702874185419
-0.2,-1.0,-0.1
-0.42,-2.39,-0.20
-0.6,-3.5,-0.3
-0.8,-4.7,-0.4
-0.87,-5.17,-0.41
-0.97,-5.79,-0.46
-1.01,-6.04,-0.47
-1.05,-6.29,-0.49
-1.04,-6.23,-0.49
-0.99,-5.92,-0.46
-0.91,-5.42,-0.43
-0.79,-4.68,-0.38
-0.65,-3.81,-0.31
-0.46,-2.63,-0.22
-0.3,-1.6,-0.1
-0.07,-0.22,-0.02
0.11,0.90,0.08
0.27,1.89,0.16
0.38,2.57,0.21
0.49,3.25,0.27
0.51,3.38,0.28
0.53,3.50,0.29
0.55,3.62,0.30
0.51,3.38,0.28
0.44,2.94,0.24
0.38,2.57,0.21
0.28,1.95,0.16
0.17,1.27,0.11
0.04,0.46,0.04
-0.12,-0.53,-0.04
-0.29,-1.58,-0.13
-0.43,-2.45,-0.20
-0.55,-3.19,-0.26
-0.73,-4.31,-0.35
-0.82,-4.86,-0.39
-0.87,-5.17,-0.41
-0.9,-5.4,-0.4
-0.93,-5.55,-0.44
-0.9,-5.4,-0.4
-0.87,-5.17,-0.41
-0.85,-5.05,-0.40
-0.8,-4.7,-0.4
-0.71,-4.18,-0.34
-0.58,-3.38,-0.28
-0.42,-2.39,-0.20
-0.21,-1.09,-0.09
-0.01,0.15,0.01
0.19,1.39,0.12
0.37,2.51,0.21
0.51,3.38,0.28
0.52,3.44,0.28
0.6,3.9,0.3
0.6,3.9,0.3
0.59,3.87,0.32
0.55,3.62,0.30
0.5,3.3,0.3
0.43,2.88,0.24
0.31,2.14,0.18
0.24,1.70,0.14
0.11,0.90,0.08
-0.03,0.03,0.00
-0.16,-0.78,-0.07
-0.29,-1.58,-0.13
-0.48,-2.76,-0.23
-0.64,-3.75,-0.31
-0.77,-4.56,-0.37
-0.86,-5.11,-0.41
-0.88,-5.24,-0.42
-0.89,-5.30,-0.42
-0.91,-5.42,-0.43
-0.86,-5.11,-0.41
-0.84,-4.99,-0.40
-0.78,-4.62,-0.37
-0.68,-4.00,-0.33
-0.52,-3.01,-0.25
-0.39,-2.20,-0.18
-0.28,-1.52,-0.13
-0.09,-0.34,-0.03
0.05,0.53,0.04
0.18,1.33,0.11
0.28,1.95,0.16
0.38,2.57,0.21
0.4,2.7,0.2
0.39,2.63,0.22
0.41,2.76,0.23
0.41,2.76,0.23
0.37,2.51,0.21
0.3,2.1,0.2
0.21,1.52,0.13
0.08,0.71,0.06
-0.03,0.03,0.00
-0.17,-0.84,-0.07
-0.31,-1.71,-0.14
-0.46,-2.63,-0.22
-0.56,-3.25,-0.27
-0.75,-4.43,-0.36
-0.81,-4.80,-0.39
-0.84,-4.99,-0.40
-0.86,-5.11,-0.41
-0.89,-5.30,-0.42
-0.89,-5.30,-0.42
-0.85,-5.05,-0.40
-0.82,-4.86,-0.39
-0.77,-4.56,-0.37
